agent_role_target_id,agent_role_target_type,agent_role_agent_id,agent_role_agent_name,agent_role_role,agent_role_began,agent_role_ended,agent_role_order
db8ae400-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8ae674-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8ae8ee-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8aeb67-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8aedd8-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8af0e9-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8af9ee-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8afc95-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8aff13-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b019b-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b042c-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b06b2-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b0935-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b0bbb-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b0e4d-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b10e0-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b1594-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b183e-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b1b9f-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b1e3c-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b20d3-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b2354-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b25de-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b3506-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b37b7-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b3b5c-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b3f85-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b421a-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b44b3-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b514f-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b53e1-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b564e-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b58b2-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b5b19-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b656d-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b68c3-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b7042-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b7d88-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b80b2-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b83ad-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b8ff8-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b933d-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8b9f9b-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8baa9b-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bb590-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bc147-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bda8f-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bdd37-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bdfae-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8be292-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8be519-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8be790-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bea19-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bec9e-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bef1c-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bf1a6-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bf428-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bf6a9-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bf926-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bfb9e-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8bfe24-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c00a5-1ed3-11e3-bfac-90b11c41863e,Organism,5b49d9ee-9876-4492-9f4a-88732c5577cb,"Taylor, William R",determiner,,,1
db8c0328-1ed3-11e3-bfac-90b11c41863e,Organism,5b49d9ee-9876-4492-9f4a-88732c5577cb,"Taylor, William R",determiner,,,1
db8c05a6-1ed3-11e3-bfac-90b11c41863e,Organism,5b49d9ee-9876-4492-9f4a-88732c5577cb,"Taylor, William R",determiner,,,1
db8c0827-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c0aa6-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c0d25-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c0f9f-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c1223-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c149f-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c171f-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c19a1-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c1c20-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c1ea6-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c211a-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c23be-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c2647-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c2953-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c2be1-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c2e67-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c30e5-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c335c-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c35da-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c3858-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c3ad3-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c3d4f-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c3fcd-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c4249-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c44de-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c4820-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c4b3e-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c4ee5-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c5219-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c554c-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c5877-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c5baa-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c5ed8-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c61f7-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c651c-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c683c-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c6b5a-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c6e76-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c7197-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c74ba-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c77da-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c7afc-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c7e11-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c8136-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c83c0-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c8636-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c88af-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c8b30-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c8dac-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c902f-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c92a2-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c9521-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c9795-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c9a10-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c9c84-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8c9efe-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8ca16f-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8ca3dc-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8ca65b-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8ca8d6-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8cab50-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8cadc9-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8cb1bf-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8cb460-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8cb6e8-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8cb96d-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8cbbe9-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8cbe5f-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8cc0df-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
db8cc3d3-1ed3-11e3-bfac-90b11c41863e,Organism,ca49cfbc-3e8f-48ce-87e3-058295d344dc,"Cross, Frank B",determiner,,,1
