digital_entity_id,digital_entity_type,access_uri,web_statement,format,license,rights_uri,rights_holder,source,source_uri,creator,created,modified,language
0e13a21d-4ad1-4818-9b4b-e92ee8a9cb16,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67191984441325584728.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
f9b32878-0c36-4bd0-b6f3-95d68c7b4858,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67863801302171907428.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
c063a5f4-2b14-4a99-9b04-0f929be16d07,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68385224895368848879.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
88d83833-08a9-4932-98df-c2ee4676f713,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66693366916531720886.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
8255ebe6-c7d9-4dec-a4a9-b4c826d09324,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61080410385201215089.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
4e353574-4152-4c55-ae45-cfdceae9c99d,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp65380962632363298737.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
304ff58b-d653-4f3a-a77f-4717454847f0,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67107350491163692688.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
54bcd3c9-41de-41c4-891e-5ae781bc3c74,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66736536544397517601.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
ef6cd57e-1d61-4aa8-9bb6-4dbd0619fd26,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67512124467940916697.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
b0bc7e27-d1b9-46aa-a8c4-26db3818ac56,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67008101064367883719.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
25f38d02-87b7-40e4-a7a0-649da3416cde,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68074936468425756024.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
b1e70e87-d24f-4607-aaf0-307b5d85b1fd,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68401259626390646128.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
d0559e0a-a9a3-4f73-92bd-4ddd479145ba,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61630581844420623452.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
512b14cf-71f1-435a-bdbd-a94ba0be59d7,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67382379779606611602.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
0d9ff454-046b-4c6e-82c4-378eaf503b1a,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp6525432765886685462.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
199c0aea-bf7e-4e02-947d-e2d3991a2a69,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67112938774109670848.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
95ffc292-a226-4ad7-8530-66d34e171a74,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66333483780204196797.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
484d26d8-6ea4-4536-8ccc-a06c9164a3c8,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67042720311655090204.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
7c09f0b0-72bf-4772-aa40-d8c149c23d7c,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp64186523451956438725.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
787ec984-0a43-40dc-94e7-631dbdd819ea,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp63752832811272725018.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
a7e965fa-b4c0-42f7-b587-6fc449cd06ba,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp62049181725092712388.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
98d1c6cc-36e5-4679-9051-73ddbf7d26ab,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61528523847992164999.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
7ed0c0e8-0ae6-44b2-989e-f874d664b851,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61430983190682408243.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
812ecd96-af2d-4de8-a0ef-63c923bdb1ba,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp63353713791114415309.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
a0b0c8eb-a7fe-4d98-bed5-f5fc252e17e4,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp69028551237086452805.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
c2293b89-911f-4b2a-91a3-a290c62d1580,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp6108520787564149461.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
2015b24d-a7eb-4720-ba6d-d43b2b7e9f78,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67254977535285774825.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
aa618809-5433-4d42-86eb-dbd296e05960,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67407505286593266156.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
36bb0a3e-c709-44d6-862c-c90de99213ce,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp62149596753231349512.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
a7b46eef-a21b-438b-a2ab-6bf2f606608a,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68811632587466562900.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
5823039a-11f0-465a-96c0-d2e72c07a715,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67187559073903554615.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
2d9ad404-f233-4276-9734-520f01469ca4,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67080138290173181692.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
326e8981-7e31-42ad-867c-1b5b773b46fb,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp64161756673861592322.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
1661042d-e53c-44e9-91ef-249fdefdbb16,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66408538654471925051.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
5e786963-5b33-487d-bfb6-a134aa55c471,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp65297014964721225502.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
5b6f1fe3-7ce3-4934-8579-62d1e56c91d9,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp64324285960029256644.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
401a772b-f0e5-4ef5-b5f0-a8f1f665e206,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp64718748494865928751.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
e4e08303-f8a6-41e8-bacf-24a8efa53bf6,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68397638168837020382.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
deadea84-a1d0-47b2-8a98-38ec90ec211a,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp62084876130060202440.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
31e445cf-edf0-4077-b0a4-4f4bdad64438,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61182287426193429442.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
cc385b41-5c64-4a05-a024-1cea69f91cac,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68869388659064574473.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
00f4d207-ec9e-4937-b8a3-9b612311a266,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp62491608804042268355.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
581ead2d-306d-48c9-a052-f408ef1a0156,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67221930078603448400.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
e63aeefa-b83c-4491-9336-30b5339729cc,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp62726201621643932488.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
8c0990f4-20fd-4bd0-94a8-72364b1ff624,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp6723127640473081741.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
348eb0d0-1a5f-4cc6-8e9e-00839e172c11,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp63871913198192166271.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
510da686-4a23-46b5-a40b-de7d24e4a49c,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp69112039968458984723.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
5ba85133-00c7-4d00-aa19-3d7d7a415458,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp65624467855028738534.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
84c04c1a-324e-466a-a68d-99478eaa688b,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61526399880415906933.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
5770468a-55d3-4bb9-aa9b-47e21f0055bd,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp64102194150322359509.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
5ba87232-7363-437c-b5d0-67025cc6e229,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68580262849579913153.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
15a80c11-2ff7-45b3-9d7a-c779e100d859,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp67174163264145773309.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
d75cdff5-2472-4a08-af06-b448c98ee43f,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61274786911918600436.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
30747778-e2b6-476f-a5d2-ce9752585006,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66274969197322265945.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
afd1f12f-3ee1-4d56-bf46-74449d1c65d7,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp66854240912140340874.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
dbe9d672-daf1-443b-bdb6-f5f95fc537d8,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp62880884270132435930.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
f359c5bb-f632-467f-8f45-5d551e8efc61,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp62739050789738803399.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
ecce6ff1-b186-4d71-9e72-0800eac1d9f2,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp61900306113370527766.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
86e08521-6e2a-4cce-a1a8-924d84054807,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp68347677148474617341.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
41e98c20-5b78-46af-b6f6-b44ea23c5ab9,Text,http://biimages.biodiversity.ku.edu/static/Ichthyology/originals/sp65486078698467176911.att.pdf,,application/pdf,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,https://creativecommons.org/licenses/by/4.0/legalcode,University of Kansas Biodiversity Institute,,,"Bentley, Andrew C",2/13/2013,2/13/2013,
