location_id,parent_location_id,higher_geography_id,higher_geography,continent,water_body,island_group,island,country,country_code,state_province,county,municipality,locality,minimum_elevation_in_meters,maximum_elevation_in_meters,minimum_distance_above_surface_in_meters,maximum_distance_above_surface_in_meters,minimum_depth_in_meters,maximum_depth_in_meters,vertical_datum,location_according_to,location_remarks,accepted_georeference_id,accepted_geological_context_id
73d07f38-24df-494f-a63b-b54303b21e2d,,,Africa,Africa,,,,,AF,,,,no locality name,,,,,,,,,,,
a7f2797e-166f-4ba2-b782-4ac546651207,,,Africa,Africa,,,,,AF,,,,"aquarium specimen, imported by EECHO Systems, Inc.",,,,,,,,,,,
655b8058-9ee8-4ee3-ad15-37a53a92f23a,,,"Southern Ocean, Antarctica",Southern Ocean,,,,Antarctica,AQ,,,,Southern Ocean,,,,,0,830,,,,,
2868d13f-254c-4efa-9687-8f9c39f8491d,,,"Southern Ocean, Antarctica",Southern Ocean,,,,Antarctica,AQ,,,,Southern Ocean,,,,,,317,,,,,
c57d15e4-1a7a-4d2e-8ea7-07a7c4249be4,,,"Southern Ocean, Antarctica",Southern Ocean,,,,Antarctica,AQ,,,,Southern Ocean,,,,,0,1089,,,,,
3a421672-0071-4f8c-810b-41a6b5eee07e,,,"Southern Ocean, Antarctica",Southern Ocean,,,,Antarctica,AQ,,,,Southern Ocean,,,,,0,250,,,,,
5298ac1b-9906-4de7-a127-beb36e259259,,,"Southern Ocean, Antarctica",Southern Ocean,,,,Antarctica,AQ,,,,Southern Ocean,,,,,,380,,,,,
c2a5a932-1424-4eeb-a260-57b4ae0a1b7f,,,"Southern Ocean, Antarctica",Southern Ocean,,,,Antarctica,AQ,,,,Southern Ocean,,,,,895,930,,,,,
39c54619-cb30-4cc3-9f5f-f14b6349bbc0,,,"Southern Ocean, Antarctica",Southern Ocean,,,,Antarctica,AQ,,,,Southern Ocean,,,,,0,1250,,,,,
e85b3f73-d099-41a3-9a55-32c7343c714c,,,"Southern Ocean, Antarctica",Southern Ocean,,,,Antarctica,AQ,,,,McMurdo Base fish trap,,,,,,,,,,,
0752b75c-1824-43b0-9c79-51c0921021de,,,"Southern Ocean, Antarctica",Southern Ocean,,,,Antarctica,AQ,,,,No locality given,,,,,,,,,,,
d75bd643-6be7-4416-a94d-742b3c93d7a6,,,"Southern Ocean, Antarctica",Southern Ocean,,,,Antarctica,AQ,,,,No locality given,,,,,,,,,,,
a86577bf-5732-482a-b10a-11a3b8b94ffe,,,"South America, Argentina",South America,,,,Argentina,AR,,,,"5 kilometers from Virgen del Agro, Charcas, La Pamapa",,,,,,,,,,414ec784-a0b8-11ed-803c-6c2b597b15e2,
1aec896c-7ed9-4976-9871-6fcadc1ee8d0,,,Asia,Asia,,,,,AS,,,,No Data,,,,,,,,,,,
