location_id;parent_location_id;higher_geography_id;higher_geography;continent;water_body;island_group;island;country;country_code;state_province;county;municipality;locality;minimum_elevation_in_meters; maximum_elevation_in_meters;minimum_distance_above_surface_in_meters;maximum_distance_above_surface_in_meters;minimum_depth_in_meters;maximum_depth_in_meters;vertical_datum;location_according_to;location_remarks;accepted_georeference_id;accepted_geological_context_id
97fe18b6-e6cf-781e-b054-efcc372bcbcf;;http://vocab.getty.edu/page/tgn/7001242;Africa | Cameroon | South West | Fako |Limbé | Mt Cameroon;Africa;;;;Cameroon;CM; South West;Fako;Limbé;Mt Cameroon: Bokwango to Bokwango Hut 3 Alt 1 500m;1500;1500;;;;;;;;;
37bb4f6d-6053-cd24-f3f5-b5a361efbd50;;http://vocab.getty.edu/page/tgn/7001243;Africa | Cameroon | East |  Lom-et-Djérem | Bertoua;Africa;;;;Cameroon;CM;East;Lom-et-Djérem;Bertoua;15 Km N of Bertoua, along road to Deng Deng;650;650;;;;;;;;;
72fd7da5-f34e-42f2-819d-e0afaa8c1373;;http://vocab.getty.edu/page/tgn/7001244;Africa | Cameroon | South West | Fako |Limbé | Mt Cameroon;Africa;;;;Cameroon;CM;South West ;Fako;Limbé;Mt Cameroon;;;;;;;;;;;
1c41faad-90b6-9ca6-daf1-ae3fc808bc72;;http://vocab.getty.edu/page/tgn/7001245;Africa | Cameroon | South | Mvila | Ebolowa;Africa;;;;Cameroon;CM;South;Mvila;Ebolowa;Près NGON à 60 km E d'Ebolowa;;;;;;;;;;;
74462d4c-727a-77b6-9ab2-3810129a8ef8;;http://vocab.getty.edu/page/tgn/7001246;Africa | Cameroon | South West | Ndian | Mundemba;Africa;;;;Cameroon;CM;South West;Ndian;Mundemba;Korup National Park, ca.;;;;;;;;;;;
60f6ab0a-6e12-4fa7-d399-498953ce6409;;http://vocab.getty.edu/page/tgn/7001247;Africa | Cameroon | South | Océan | Kribi;Africa;;;;Cameroon;CM; South; Océan;Kribi; Assok 40 km N Nyabessan ;;;;;;;;;;;
4da2c631-46ff-dfbe-5a45-b3aca3120eb5;;http://vocab.getty.edu/page/tgn/7001248;Africa | Cameroon | East |  Lom-et-Djérem | Bertoua;Africa;;;;Cameroon;CM;East; Lom-et-Djérem;Bertoua;3 Km along road to Nanga Eboko;650;650;;;;;;;;;
d1cc99ac-694d-976c-488c-cba5fa63d3ae;;http://vocab.getty.edu/page/tgn/7001249;Africa | Cameroon | Center | Mbam-et-Kim | Ntui;Africa;;;;Cameroon;CM;Center;Mbam-et-Kim;Ntui;Nachtigal (20 km N d’Obala) le long de la Sanaga ;;;;;;;;;;;
31100f3a-660d-baa6-caa9-8d14023c40d5;;http://vocab.getty.edu/page/tgn/7001250;Africa | Cameroon | Littoral |  Wouri | Douala;Africa;;;;Cameroon;CM;Littoral;Wouri;Douala;Route Douala - Edéa, près du km 28.;;;;;;;;;;;
587f9b7e-83ff-4313-76d5-fdcf3bef522a;;http://vocab.getty.edu/page/tgn/7001251;Africa | Cameroon | East | Boumba-et-Ngoko | Moloundou;Africa;;;;Cameroon;CM;East ;Boumba-et-Ngoko;Moloundou;About 30 Km NW of Moloundou;440;440;;;;;;;;;
4d680ff7-8f9a-f5da-cabe-59c94d458586;;http://vocab.getty.edu/page/tgn/7001252;Africa | Cameroon | Center | Mfoundi | Yaoundé;Africa;;;;Cameroon;CM;Center;Mfoundi; Yaoundé;;400;400;;;;;;;;;
3e6142a1-2754-736d-9a1c-dc084ee92bea;;http://vocab.getty.edu/page/tgn/7001253;Africa | Cameroon | South West | Manyu | Akwaya;Africa;;;;Cameroon;CM;South West;Manyu;Akwaya;Environ de METENE dans Reserve forestière de TAKAMANDA: 22Km SW Akwaya;;;;;;;;;;;
e809e58e-7215-f94e-8b5c-867241353e62;;http://vocab.getty.edu/page/tgn/7001254;Africa | Cameroon | South West | Ndian |Dikome-Balue;Africa;;;;Cameroon;CM;South West; Ndian;Dikome-Balue;Monts Rumpi - Rata Mont, 2 Km au SW de Dikomé Balue.;;;;;;;;;;;
8d906593-a441-ec63-636c-93d6e70d590c;;http://vocab.getty.edu/page/tgn/7001255;Africa | Cameroon | Adamaoua | Mayo-Banyo | Banyo;Africa;;;;Cameroon;CM;Adamaoua;Mayo-Banyo;Banyo; Gandoua NW Banyo ;0;500;;;;;;;;;
b022cee8-de42-e198-c031-200539da1dea;;http://vocab.getty.edu/page/tgn/7001256;Africa | Cameroon | South | Océan | Kribi;Africa;;;;Cameroon;CM;South;Océan;Kribi;Environs d'Ebodje: 40 km S de Kribi.;;;;;;;;;;;
0ff68e3f-80ef-1b3d-c0fa-34e0e7fbf89e;;http://vocab.getty.edu/page/tgn/7001257;Africa | Cameroon | South | Océan | Kribi;Africa;;;;Cameroon;CM;South;Océan;Kribi;Environs 9 km S Kribi rive S de la riv. Lobé ;;;;;;;;;;;
49143c60-6e6c-531c-51a1-42b87b197cc7;;http://vocab.getty.edu/page/tgn/7001258;Africa | Cameroon | South | Océan | Bipindi;Africa;;;;Cameroon;CM;South;Océan;Bipindi;16 km on the newly reconstructed road from Ebolowa to Minkok and than about 2 km.;;;;;;;;;;;
bad39466-ecb2-992c-7d24-ff2f1b701358;;http://vocab.getty.edu/page/tgn/7001259;Africa | Cameroon | East |  Lom-et-Djérem | Bertoua;Africa;;;;Cameroon;CM;East;Lom-et-Djérem;Bertoua; 8 km de Ndokayo le long de la route vers Bétaré Oya ;500;1000;;;;;;;;;
a9fd739d-b7f7-f7f2-1b2f-22aac2d156f8;;http://vocab.getty.edu/page/tgn/7001260;Africa | Cameroon | South West | Koupé-Manengouba | Tombel;Africa;;;;Cameroon;CM;South West;Koupé-Manengouba;Tombel;Nyasoso ;500;1000;;;;;;;;;
386f57bb-3f44-5700-e4f8-9effc52f5b52;;http://vocab.getty.edu/page/tgn/7001261;Africa | Cameroon | South | Dja-et-Lobo | Djoum;Africa;;;;Cameroon;CM;South ;Dja-et-Lobo;Djoum;Meuban 24 km S Djoum;500;1000;;;;;;;;;
0f65ae3d-ed66-9728-55e8-55c3d7e8169c;;http://vocab.getty.edu/page/tgn/7001262;Africa | Cameroon | South West | Koupé-Manengouba;Africa;;;;Cameroon;CM;South West;Koupé-Manengouba;;Kodmin;1000;2000;;;;;;;;;
c6c50af2-5570-25bd-0505-f05e04e55438;;http://vocab.getty.edu/page/tgn/7001263;Africa | Cameroon | West | Mifi | Bafoussam;Africa;;;;Cameroon;CM;West;Mifi;Bafoussam;Mt Bamboutos;1000;2000;;;;;;;;;
37b3964a-673f-4574-3d6e-74d2a1c6011d;;http://vocab.getty.edu/page/tgn/7001264;Africa | Cameroon | South | Dja-et-Lobo |Meyomessala;Africa;;;;Cameroon;CM; South;Dja-et-Lobo;Meyomessala;Bitye ;500;1000;;;;;;;;;
7ac62ba9-1eb2-3082-4970-77b45a9691c6;;http://vocab.getty.edu/page/tgn/7001265;Africa | Cameroon | West | Mifi | Bafoussam;Africa;;;;Cameroon;CM;West;Mifi;Bafoussam;Mts Bamboutos ;1000;2000;;;;;;;;;
8ae27d23-93a3-81f5-af4e-e5d8379e633f;;http://vocab.getty.edu/page/tgn/7001266;Africa | Cameroon | South West | Koupé-Manengouba;Africa;;;;Cameroon;CM;South West;Koupé-Manengouba;;Kodmin;;;;;;;;;;;
9e2e908e-f872-d872-4528-53259b226b3a;;http://vocab.getty.edu/page/tgn/7001267;Africa | Cameroon | South | Océan | Kribi;Africa;;;;Cameroon;CM;South;Océan;Kribi;13 km N Kribi;0;500;;;;;;;;;
871fea9d-294a-09c9-86f4-8ef4d30034cd;;http://vocab.getty.edu/page/tgn/7001268;Africa | Cameroon | South | Océan | Bipindi;Africa;;;;Cameroon;CM;South;Océan;Bipindi;Près Lolodorf;500;1000;;;;;;;;;
2a6e4dcd-83a5-08d7-fd21-33a81a5ec65f;;http://vocab.getty.edu/page/tgn/7001269;Africa | Cameroon | South | Océan | Kribi;Africa;;;;Cameroon;CM;South;Océan;Kribi;Bidou 2 R.F. Kienke;;;;;;;;;;;
899e3d67-36b1-6a37-3852-ede4bf610926;;http://vocab.getty.edu/page/tgn/7001270;Africa | Cameroon | South | Mvila | Ebolowa;Africa;;;;Cameroon;CM;South;Mvila;Ebolowa;14 km route Ebolowa–Ambam;;;;;;;;;;;
ba788b31-cfdb-9606-6328-8d46276f6993;;http://vocab.getty.edu/page/tgn/7001271;Africa | Cameroon | South | Océan | Campo;Africa;;;;Cameroon;CM;South;Océan;Campo;Campo;;;;;;;;;;;
9c43f8ce-faaa-cfe5-2a8f-9a95eec22b67;;http://vocab.getty.edu/page/tgn/7001272;Africa | Cameroon | South | Mvila | Ebolowa;Africa;;;;Cameroon;CM;South;Mvila;Ebolowa;16 km de la route Ebolowa vers Minkok;;;;;;;;;;;
b529d99b-f206-99a7-e18e-6a27cdaa7e3c;;http://vocab.getty.edu/page/tgn/7001273;Africa | Cameroon | South West | Koupé-Manengouba | Tombel;Africa;;;;Cameroon;CM;South West;Koupé-Manengouba;Tombel;Nyasoso;;;;;;;;;;;
f222b617-efa6-df49-51e4-a3c47a90caf1;;http://vocab.getty.edu/page/tgn/7001274;Africa | Cameroon | South West | Manyu | Akwaya;Africa;;;;Cameroon;CM;South West;Manyu;Akwaya;;;;;;;;;;;;
e1938c13-5c4f-e865-1ff1-f5e72b09fa8f;;http://vocab.getty.edu/page/tgn/7001275;Africa | Cameroon | Littoral | Sanaga Maritime | Edéa;Africa;;;;Cameroon;CM;Littoral;Sanaga Maritime;Edéa;Edéa riv. Sanaga;500;1000;;;;;;;;;
398aa603-ee11-5e49-5991-ad157ea67f7a;;http://vocab.getty.edu/page/tgn/7001276;Africa | Cameroon | South West |Fako | Buéa;Africa;;;;Cameroon;CM;South West;Fako;Buéa;Mt Cameroun versants E ;2000;3000;;;;;;;;;
48aa0bc5-d193-0ed1-a84d-b4f690012d23;;http://vocab.getty.edu/page/tgn/7001277;Africa | Cameroon | South | Océan | Campo;Africa;;;;Cameroon;CM;South;Océan;Campo;Mvini 35 km E Campo ;0;500;;;;;;;;;
9c1d0f7a-8b56-64c8-698b-1bd1a23dcb45;;http://vocab.getty.edu/page/tgn/7001278;Africa | Cameroon | South | Océan | Kribi;Africa;;;;Cameroon;CM;South;Océan;Kribi;Route Kribi–Lolodorf km 21;0;500;;;;;;;;;
39d22629-9ef4-5bc7-4669-2535a3c524ab;;http://vocab.getty.edu/page/tgn/7001279;Africa | Cameroon | Center | Mfoundi | Yaoundé;Africa;;;;Cameroon;CM;Center;Mfoundi;Yaoundé;Nkolbisson 8 km W de Yaoundé col. Minloua;500;1000;;;;;;;;;
db296450-baba-9472-13c1-0353a8a8b6a8;;http://vocab.getty.edu/page/tgn/7001280;Africa | Cameroon | East |   Boumba-et-Ngoko | Yokadouma;Africa;;;;Cameroon;CM;East; Boumba-et-Ngoko;Yokadouma;km 15 Yokadouma–Molundou ;0;500;;;;;;;;;
4c8df032-fdea-17fe-024f-ad3a792ddff9;;http://vocab.getty.edu/page/tgn/7001281;Africa | Cameroon | South | Océan | Campo;Africa;;;;Cameroon;CM;South;Océan;Campo; P.N. de Campo–Ma’an ;0;500;;;;;;;;;
b90f03a0-c1e1-f5df-3421-8d554061c6a6;;http://vocab.getty.edu/page/tgn/7001282;Africa | Cameroon | South | Océan | Kribi;Africa;;;;Cameroon;CM;South;Océan;Kribi;45 km Kribi–Campo ;0;500;;;;;;;;;
ca767163-312b-538f-3129-6c4a7a2e55dc;;http://vocab.getty.edu/page/tgn/7001283;Africa | Cameroon | North West | Bui | Oku;Africa;;;;Cameroon;CM;North West;Bui;Oku;Kilum ;2000;3000;;;;;;;;;
1a173571-76db-1283-4f0b-775dddd3413d;;http://vocab.getty.edu/page/tgn/7001284;Africa | Cameroon | South | Mvila | Ebolowa;Africa;;;;Cameroon;CM;South;Mvila;Ebolowa;env. 30 km  route Ebolowa vers Minkok;0;600;;;;;;;;;
13d2492e-d0cd-350f-990e-919828ac2811;;http://vocab.getty.edu/page/tgn/7001285;Africa | Cameroon | South West | Koupé-Manengouba;Africa;;;;Cameroon;CM;South West;Koupé-Manengouba;;Kupe Village ;0;600;;;;;;;;;
1972a341-2a30-01b4-0841-f352f4224fae;;http://vocab.getty.edu/page/tgn/7001286;Africa | Cameroon | Littoral | Moungo | Loum;Africa;;;;Cameroon;CM;Littoral;Moungo;Loum;R.F. Loum ;0;500;;;;;;;;;
0347e3b6-1bf9-803e-8135-21c43a789d6d;;http://vocab.getty.edu/page/tgn/7001287;Africa | Cameroon | South West | Meme | Kumba;Africa;;;;Cameroon;CM;South West;Meme;Kumba;11 km W camp de Kindongi forêt de Bakundu,  région de Kumba;;;;;;;;;;;
a26abaa6-2311-b2dc-2389-452b403801b2;;http://vocab.getty.edu/page/tgn/7001288;Africa | Cameroon | South West | Lebialem| Alou;Africa;;;;Cameroon;CM;South West;Lebialem;Alou;Fossimondi;1000;2000;;;;;;;;;
